uniprot_id,ph_optimum,ec_id
Q4J7W0,4,3.2.1.28
P52888,7.4,3.4.24.15
Q334I5,2.5,3.4.23.18
Q9WYR4,9.5,4.2.2.22
Q9FG67,8.5,2.3.3.17
Q8N5B7,7.45,2.3.1.24
Q21FJ0,6,4.2.2.26
A4I213,7.6,6.3.5.4
P54317,8.43,3.1.1.26; 3.1.1.3
G4STG9,7.5,2.7.1.90
K9S1J6,7,1.1.1.183
Q47RL1,6.75,3.2.1.200
O82549,5.5,3.1.4.4
C7SLY9,1.5,3.2.1.23
Q8W405,7.425,2.5.1.93
Q86SG7,6,3.2.1.17
C9WPK1,6,2.4.1.12
P9WIS9,8,1.2.4.1
C7EXK4,8,7.6.2.1
Q8LP26,7.2,1.11.1.11
D6A5I3,6.5,1.4.3.11
Q8R0V5,7.5,1.13.11.52
Q608T3,7,2.6.1.45
B2AE04,6,3.2.1.91
Q7A4T2,7.5,3.6.1.6
D5KS97,9,4.3.1.25 ; 4.3.1.24
P31893,8,2.6.1.13
P59701,6,3.5.1.49
C0HJX1,6.5,
Q27J90,7,4.6.1.18
C4TP07,7.3,5.3.2.6
Q7WUM3,8.5,2.7.1.175
A0LST6,7.5,1.1.3.41
C5B120,7,1.1.2.10
Q926U4,7.5,3.2.2.27
Q3M763,7.5,5.1.3.8
P16662,7.567,2.4.1.17
P39899,6.6,3.4.24.-
A1E2A6,8,3.2.1.81
Q96DN0,7,5.3.4.1
A0A0C6DRW4,7,1.14.14.21
L0CM48,6,3.5.1.24
I7A3T6,7,2.4.1.13
G9M9M1,6.5,1.14.11.61
P19687,7.5,4.6.1.2
Q6HA05,2,3.4.23.1
Q9FRT2,7.3,1.1.1.40
D7PC10,5.8,3.2.1.6
P24040,6.5,1.7.2.1
P13513,7.8,4.2.3.6
P14412,4,1.11.1.21
Q88QT2,7.9,2.7.7.99
Q8U3D6,9,6.2.1.13
B0K2C2,5.5,2.4.1.340
P9WKJ1,9,3.1.3.7
A0A0A0WA73,6.5,3.2.1.1
D2Y3F4,7.567,1.1.1.284
I1RPD9,7,3.1.1.-
P14791,7.4,1.14.14.18
P83673,5.75,3.2.1.17
Q6ZPD8,7.5,2.3.1.75 ; 2.3.1.20
I7HUG0,5,3.4.23.-
Q6P587,7.4,3.7.1.5
Q9KKF5,8,2.7.8.8
Q8TZE8,7.8,3.5.1.1
P47712,9,3.1.1.4
E3E7F9,10,4.2.2.2
Q15031,7.6,6.1.1.4
P9WNP7,10,1.1.1.157
A0A0D7Q864,7,4.8.1.4
Q3KN75,7,1.17.1.3
K0J3J2,7.2,3.1.1.32
Q4VRW7,5.5,3.4.22.1
A8A9E4,7.875,3.1.3.11; 4.1.2.13
Q88BB5,8.7,3.5.99.10
C0BTD8,5,3.5.1.24
P10686,5,3.1.4.11
A0A6C7EEG6,6.25,2.4.1.329
Q75WF1,7.25,1.4.3.1
I3R634,9,1.7.7.2
Q9NVH6,7.25,1.14.11.8
A0A2N6JFX7,6.5,3.5.1.-
Q8LIL0,6.5,2.3.1.211
P68403,7.2,2.7.1.107
B8NKE9,7.5,3.2.1.8
Q979W2,6.5,1.1.1.360
Q93Y07,7.5,2.4.1.184
Q2TFW1,7,3.1.1.13
A7LFP7,7,4.2.2.3
Q8KZM4,9.5,1.1.1.103
G1JRK2,6.5,3.4.18.1
P10378,7.775,6.3.2.14 ; 6.2.1.71
Q9H3S4,7.5,2.7.6.2
M1PA89,7,5.4.99.16
C7GM47,7.4,2.5.1.87
O88446,8.5,
A0A1Q2T258,6.4,4.1.2.4
Q9NS00,7,2.4.1.122
B6D9A7,7.5,1.2.7.-
Q84LB2,7.4,4.2.3.46
A0A6L8PKK6,8.1,5.1.1.3
Q08GL0,8,1.2.1.44
P86276,8.5,3.1.1.-
Q97VU2,6.8,3.1.1.1 ; 3.1.1.79
P0A858,8,5.3.1.1
B4G072,8.5,2.4.1.202
C0LZJ6,7.4,3.2.1.28
Q9PER7,7.4,1.11.1.24
P32964,7.5,4.2.1.66
Q6WUB6,9.5,3.2.1.1
B5YC64,5,3.2.1.40
Q8II79,7.45,2.5.1.29
Q9YGB4,8.75,2.4.2.18
A6YJX1,8,3.2.1.14
A0P951,8,1.7.2.8
D1L2X0,8,3.2.1.87
Q5SL15,6.5,5.4.99.16
Q84UH4,7.8,1.8.5.1
P50554,8.5,2.6.1.19
P14618,7.36,2.7.1.40
P61884,7.5,2.7.2.3
D2SZY5,6,1.1.2.8
Q9RBY6,7.5,1.14.20.15
Q6S3D7,6.25,1.2.1.44
E3W9G3,7.5,3.2.1.157
A2TBP7,7.5,4.1.99.11
P0CY29,3,3.4.23.24
U5RZT9,4.75,1.11.1.11
Q03336,8,3.1.8.2
B9WZX2,6.8,2.1.1.293
P77366,8,5.4.2.6
G0S3N2,5,3.2.1.58
I6U936,7.5,1.5.1.44
A0A0G2Y1L4,8,4.2.1.46 ; 5.1.3.13 ; 1.1.1.133
Q8R431,7.4,3.1.1.23
Q976X5,7.5,1.2.1.5 ; 1.2.1.16
B9WJQ5,6.5,1.1.1.358 ; 1.1.1.168
Q8U3K2,8.5,1.2.7.6
Q92DF6,6.5,2.4.1.339
A9YWT8,7,3.4.24.-
C3VVL4,7,1.11.1.24
P76395,7.75,3.1.3.16
O97193,8,3.1.3.11
B0XT72,5,2.4.1.-
A0A1X9QDU5,9,
Q9M631,6,1.2.1.44
Q46893,8.1,2.7.7.60
O87400,8.6,3.5.1.5
Q5Q0U2,7,2.4.1.152
Q4JQJ5,9.5,2.3.1.178
A0A0M2H8P8,6,4.1.99.-
O86042,7.4,3.7.1.20
Q7WUL3,7.3,3.2.1.21; 3.2.1.52
Q96PD6,7.4,2.3.1.22
P06279,5.6,3.2.1.1
Q9BYC5,7.25,2.4.1.68
Q2LC81,7,5.1.3.5
Q83WC8,7.5,3.1.1.35
O87872,7.4,3.7.1.21
Q108P1,7.5,2.1.1.122
Q57900,7,2.7.4.31
Q9U493,7.5,3.1.3.16
Q8J219,5,3.4.22.40
J7H670,8,1.4.3.2
P17811,7.4,3.4.23.48
A9CJ26,7.5,3.5.1.42
Q58178,8.5,6.3.2.31 ; 6.3.2.34
A5ILB0,8.5,3.2.1.1
Q9CAY3,7.5,2.3.1.198
A0A0H3KZS3,7.5,1.1.99.39
Q66PF5,7.5,2.4.1.115; 2.4.1.91
O29634,8,3.1.26.4
Q9US55,6.5,3.2.1.207
A0A140N5J7,5.5,3.1.3.45
Q6R7M4,7.7,1.14.14.127
G2QJR6,6.5,3.1.1.117
Q97ZD0,5.5,3.2.1.3
A4I1T8,7.4,6.3.1.8
P08457,7.8,2.3.-.-
Q9SKX5,7.5,1.5.3.17
A3FQA5,9.2,2.5.1.46
Q86TI2,8,3.4.14.5
A0A2P1MAF4,6,1.1.3.10
Q6ETN3,7.5,6.2.1.12
P0CAS6,7.9,3.1.1.4
Q5FBW2,8.5,3.4.21.-
B2NID7,8.5,2.4.1.298
P82600,8,1.11.1.7
Q8BGL3,5.9,2.8.2.14
A5U654,9.55,2.7.1.2; 2.7.1.63
B3TKC8,7.5,2.4.1.357
J4X756,7.75,1.1.1.41
P27652,7.5,1.13.12.5
P77814,7.5,3.4.13.9; 3.8.2.2
Q9X2I8,7.5,6.1.1.24
Q8IBS5,7.75,2.7.11.1
P31013,8.233,4.1.99.2
P35503,7.5,2.4.1.17
A0A143T1M7,7,2.7.1.29
Q79ZT3,7.5,1.3.1.85
O06924,5.5,2.3.1.187
Q9HGY3,8.4,1.4.3.3
Q05016,8.5,1.1.1.381
Q14749,8,2.1.1.20
A0A142G555,7,3.2.1.194 ; 3.2.1.192
B9VXW6,7,3.5.1.49
Q9I993,8,1.13.11.63
A8YCJ7,8.2,2.3.3.16
P94135,7.5,1.3.1.32
P04189,8.5,3.4.21.62
I6LDA6,8,5.4.2.12
A0A1L5IUR2,4,3.2.1.3
Q8W3Y5,7.5,1.14.14.82
B6DQK4,7.5,2.3.1.133
O07012,6.25,3.2.1.23
C7N8L9,7.25,3.2.1.85
P00936,8.625,4.6.1.1
P13280,7,2.4.1.186
Q9NZK5,6.6,3.5.4.4
Q65L63,6,3.2.1.99
E9P162,6,1.14.19.59
P00507,7,2.6.1.1
D4A1J4,6.5,1.1.1.-; 1.1.1.104; 1.1.1.30
P15290,4,1.2.3.4
Q5GMI6,7.5,3.1.1.3
Q8IE38,7.5,2.7.7.18
Q9SBZ0,7,2.4.1.67
P16278,5,3.2.1.23
Q06755,8,2.7.7.60
A5IKD0,6,3.2.1.55
P0A759,7.575,3.5.99.6
P32476,7.5,1.14.14.17
A9CL08,9,1.5.1.19
P0A935,4.25,4.2.2.n1
A1YLF2,5.5,3.4.22.1
Q8NCH0,6.8,2.8.2.35
Q5J6J1,4.5,3.4.16.6
Q13126,7.4,2.4.2.28
Q8NK90,4,3.2.1.55
A3NS93,8,1.15.1.1
Q9FEW9,7.5,1.3.1.42
G0YYC4,7.5,2.3.1.24
Q5ZH56,4,1.2.3.4
A0JC76,8,4.1.99.20
O74706,6,3.2.1.4
P0C9C6,6.3,3.1.21.-
Q5B2G3,7,3.1.1.73
P9WGR1,6.8,1.3.1.9 ; 1.3.1.118
Q01284,8,1.13.12.16
Q6WNQ9,8,1.14.14.88
O75355,7,3.6.1.5
Q9AFG9,9,2.7.7.43
Q43309,7.8,4.4.1.14
B2UQR6,7,2.7.1.6
P0C2Y0,8.1,3.5.1.79
A0A0H2YQB3,8,3.2.1.51
Q9NR45,7,2.5.1.132
B8JLQ9,7,3.4.17.-
Q7SH52,8.2,6.3.4.16; 6.3.5.5
P74515,7.5,6.3.2.2
A6P7M9,9,3.1.4.12
P21396,7.45,1.4.3.4
Q9HAT2,8.45,3.1.1.53
A0A7G4NVP1,7,1.1.1.4
P41407,7.2,1.7.1.17 ; 1.7.1.6
Q580R7,7,6.1.1.2
O29976,7.3,2.7.8.34 ; 2.7.7.74
P31723,5,3.2.1.113
P52006,8.5,3.6.1.-; 3.6.1.12; 3.6.1.23; 3.6.1.9
Q8X1D1,5.2,1.10.3.2
G3XCK6,7,2.6.1.86
Q6NUS8,7.4,2.4.1.17
F4H166,6,3.2.1.58
Q9ESW4,7.2,2.7.1.94
Q96ZY7,9,1.1.1.119
O58389,7.5,1.1.1.103
Q7YRG5,7.4,2.3.1.5
P24158,7.633,3.4.21.76
A0A248QF88,8.5,3.4.22.27
Q5JB56,6.5,3.2.1.55
P08253,7.483,3.4.24.24
L7Y8B0,8,2.1.2.1
Q6F4N1,8.25,3.5.1.136 ; 3.5.1.105 ; 3.5.1.33
Q4U1A6,7.5,3.5.1.2
Q1GNW5,8,1.14.11.55
Q06203,7,2.7.7.3
A6UP94,8.5,2.6.1.42
Q00457,6.8,1.14.13.236
Q8L518,7.5,2.7.1.32
Q9LES4,7.4,1.1.99.2
P94527,8.2,1.1.1.261
I6Z9A7,6.5,3.2.1.8
Q9XDT1,11.5,4.2.2.2
P20971,7.5,2.7.2.3
P81717,8.5,3.5.1.28
Q4WG11,6,3.2.1.8
S5M3K7,6,2.1.1.45 ; 1.5.1.3
A0A1S2B2X3,7.5,3.1.3.12
A0A1B1PGG4,10,1.4.1.20
A0A1C9V3R4,5,4.1.2.10
P22643,8.2,3.8.1.5
Q7TQ90,8,1.1.1.284
Q6YGZ1,5,3.2.1.166
Q2QC90,7,3.4.21.26
Q6KBS7,7,3.1.1.32
Q6UR88,7.5,1.3.7.2
A0A144QFN1,8,6.2.1.1
P0AD57,7.5,2.5.1.90
I1RIF1,7,3.1.1.1
Q8KU07,6.5,1.7.-.-
A0A1J1EM40,8,2.1.5.1
P21575,7.5,3.6.5.5
Q15165,8,3.1.1.25 ; 3.1.1.2
P37093,8.5,7.4.2.8
A7LH73,7,3.6.1.5
Q8NQE1,7.45,6.3.1.19 ; 3.5.1.119
Q96329,8.75,1.3.3.6
G4Y5W9,8,3.2.1.1
Q8X270,4.75,3.1.3.48 ; 3.1.3.16
Q5DDV5,6.75,4.2.1.11
Q8VXV7,8,1.14.99.66
Q9YBX7,8.5,1.2.7.11
A0A1D8PQ07,9.5,1.1.1.59
Q8S8N6,8.75,3.1.1.4
P19801,7.2,1.4.3.22
Q6UB73,8,1.14.19.25
Q91V01,7.4,2.3.1.23
A0A0B4KYE1,7.5,1.1.1.331
I3DTP7,7.4,1.1.1.244
P53215,7.5,2.7.7.79
T1Z249,8.8,3.2.1.78
Q875I9,6.5,3.2.1.132
Q9NRW3,5.5,3.5.4.38
A4HPM6,7.4,2.5.1.47
P53128,7.2,1.5.1.20
Q6Y656,7.5,3.6.1.11
P07874,7.3,2.7.7.13; 5.3.1.8
P32397,7.45,1.3.3.4
Q8H191,8,1.5.3.16
W6JQJ6,7,1.13.12.2
P55332,5.4,3.2.1.8
Q15067,8.5,1.3.3.6
T1UPN7,7,1.14.11.9
P95949,8,5.6.2.4
Q9USK0,7.1,2.7.1.158
Q1XAT7,8,4.1.1.31
Q9NX74,7.5,1.3.1.91
D5FKJ3,8.5,2.1.1.243
A0A1M4XLJ3,9.25,4.3.1.-
Q3UN02,7.4,2.3.1.62 ; 2.3.1.23
H9B8T9,5.5,3.4.22.1
Q90WG6,9.5,2.7.7.92
A0A125R6G8,5,3.1.3.26 ; 3.1.3.8
Q5U9J1,7.9,4.2.1.1
Q2K340,7.65,6.4.1.1
E6PBN4,7.5,1.1.3.47 ; 1.1.3.7
P39641,9.5,6.3.2.49
Q06AK7,7.5,5.6.2.1
Q10M74,7.5,2.7.4.8
Q19R72,7,3.2.1.23
Q6K1J1,7.4,2.4.1.17
O30085,5.7,7.2.2.9
Q9VMG0,8.25,2.3.1.87; 2.3.2.-
C0HK21,6.5,
O13283,6,1.1.1.307
Q99YP5,6.8,3.2.1.114 ; 3.2.1.24
Q0JYJ1,8.5,3.1.1.75
Q8IEX1,7.4,6.3.1.9
J8H9C1,9,3.1.-.-
A0A1X9Y2Y6,7.5,2.1.1.75
B9V401,6.25,3.5.1.24
Q9LPG6,7.5,1.1.1.-; 4.2.1.76; 5.1.3.-
Q9WYB1,7.5,2.7.2.1
Q9C9D0,9,2.8.2.38
D2Z027,8.5,2.6.99.3 ; 2.5.1.47
P76316,9,4.4.1.15
O57980,7.5,6.1.1.22
F2VRY7,4,3.2.1.8
Q9KVI8,9,3.4.21.62
Q970Z7,8,2.5.1.17
Q8XMQ3,7.15,1.1.98.7
W0G253,7,3.5.1.1
O41026,7.5,6.5.1.1
Q2HQR3,8.5,1.2.1.9
P56216,7.15,1.1.3.38
G2QPS0,5.5,3.2.1.3
Q66GI4,7.9,3.1.26.5
Q3LGA9,6.75,1.7.2.1
P35809,5,3.2.1.8
P00780,7.767,3.4.21.62
Q96301,8,2.4.1.221; 2.4.1.255
B7JX99,9.3,1.13.11.33
A4KAG8,7,4.2.3.103
D6N7U5,6.7,2.8.2.22
Q8YQE6,8,4.3.2.1
O31611,7.5,2.7.6.5
A0A286S6I1,8,3.1.1.81
P73903,9.15,3.5.1.2
Q86X55,7.3,2.1.1.319
B8AL97,4,3.4.-.-
B7J413,7.6,1.13.11.18
Q9LJH5,7.5,1.1.3.15
Q82IY9,8,1.1.1.340
G4WG41,4.5,1.11.1.13
G9EZR6,8,1.1.1.110
P26646,7,1.3.1.84
P39518,7.1,6.2.1.3
Q8J0N2,8.5,1.15.1.1
B7SIW1,4.5,3.2.1.8
Q31MN3,5.5,1.11.1.21
B3VFX0,5,3.2.1.14
P9WK21,8,3.4.11.18
Q96VP5,8.5,2.7.1.1
Q9UZV2,11,3.1.3.1
P29127,6,3.2.1.8
Q94A41,7.5,3.2.1.1
A0A224AQI3,6.5,1.2.98.1
P34059,5.6,3.1.6.4
Q9R141,8.5,
Q9PTN3,7.6,1.14.99.1
Q9HLX1,7.85,2.7.4.26
Q5VT66,6.5,1.7.2.1
P0A3Y5,7.5,2.7.1.95
U3RD44,7,2.5.1.29
P16050,7,1.13.11.-; 1.13.11.12; 1.13.11.31; 1.13.11.33
A0A075HNX4,8,1.1.3.20
Q8TC12,7.4,1.1.1.300
A0A088BC14,6.5,3.2.1.8
C8CCV9,7.5,1.1.3.37
P38571,4.58,3.1.1.13
P46544,6.5,3.4.11.5
A0R4M9,7,2.4.1.15; 2.4.1.347
P08910,8,3.1.1.23; 3.1.1.6; 3.1.1.79
Q8R4X1,8,3.5.1.23
Q9QUI0,7.5,3.6.5.2
P0AFS3,4.7,1.5.1.50
Q08211,7.7,3.6.4.13
O33707,7.5,5.1.3.13
Q8A5V9,7.5,3.6.1.1
P37957,10,3.1.1.3
A0A1W1WET7,7.5,1.13.11.55
M1QEG4,7.4,2.7.11.1
Q9UTM7,8,2.3.1.48
A0A222C758,7,2.4.1.25
Q0P8U5,7.4,3.6.1.57
P40363,7,3.1.2.12
Q8RS40,7.25,3.2.1.32
A7U7M0,5,3.1.3.8
O32223,7.5,1.1.1.371
P93836,7.3,1.13.11.27
Q9ADE8,9.75,2.7.1.63
C3Y9Y8,7.5,1.13.11.52
Q6KZT2,7,2.3.2.2
Q57609,8.5,3.5.4.29
P42937,7.5,3.1.3.-
E0X6R4,7.8,2.4.1.11
A8P7P2,7.5,3.2.1.96
O58235,7.5,3.5.1.105 ; 3.5.1.136
A0A0H2UQY4,8,5.1.3.2
P00804,7.9,3.4.23.36
Q0GMU2,9,3.1.1.79
P0A825,7.2,2.1.2.1
F7Y223,7,5.1.1.15 ; 5.1.1.10
Q1GBI8,7.5,7.6.2.8
Q9HLV8,7.5,1.1.1.42
B2ABX7,7,3.2.1.91
Q93RE3,8,1.18.1.2
B0SKV7,7,1.8.1.9
Q7TSV6,7.5,5.1.1.13
V9PQZ7,4.5,1.10.3.2
O49639,8,2.7.7.41
P0CT87,6,3.1.1.117
O94220,5,3.2.1.7
P24295,7,1.4.1.2
A0A191T887,7.4,4.1.99.5
Q0GU43,7.5,1.8.1.12
J9WNR5,7.5,1.8.5.1
Q9FFN7,7.2,2.7.1.107
Q9WX53,7.5,2.7.1.30
Q9KAN9,9,3.1.1.79
I1RP53,6.5,4.2.1.66
O75874,7.75,1.1.1.42
C6WXA3,7.5,1.9.6.1
A0A1D8PQL3,7.5,2.7.7.79
Q920L5,6.5,2.3.1.199
Q9LKJ1,7,3.1.2.4
Q9RGE6,7,3.2.1.4
A0A3T0YV67,5,3.2.1.8
E0XF09,7.3,1.16.1.1
B6CWJ4,6.5,4.2.1.84
P14743,7.75,2.3.1.97
K7QTY9,5.5,3.4.22.15
C0LSK9,6,4.1.2.4
Q70XE6,5,3.2.1.154
D9Q987,7.4,1.20.4.3
A0A0A7I435,8,2.6.1.55
A0A0E4GVV3,8,3.1.3.12
Q20CK7,7.4,2.4.1.17
E6UIS7,6.5,2.4.1.281
P9WN21,8,3.1.3.11
Q9AYU0,6.5,1.6.5.2
Q9XGZ0,7.7,1.1.1.40
L0MZK0,5.5,2.4.1.-
O35400,7.4,2.8.2.2
Q9NPF2,6.9,2.8.2.5
C1IE32,6,3.2.1.39
Q97JE4,8,5.3.1.4
Q84B24,7.3,2.4.1.217
C7C422,7.2,3.5.2.6
Q9HGR3,6,3.1.1.73
Q6QGY5,7,3.2.1.21
A2R6M7,7,3.5.5.5
B7G620,8.4,1.1.1.41
Q7X3G5,8,4.2.1.131
Q9HXE9,8,2.7.8.24
Q9FLC8,7.5,1.14.14.40
Q5GTD5,7.4,2.7.4.9
P11553,7.8,2.7.1.51
P0C7A3,7.25,2.3.1.-
P38205,7.75,2.1.1.202
P50227,7.4,2.8.2.1
C0QRB5,7.65,4.2.1.1
Q97YI8,7.5,4.1.3.1
P73257,8,4.3.2.1
F2YP45,7.5,2.1.1.104
P0ADA1,7.95,3.1.1.2; 3.1.1.5; 3.1.2.14; 3.1.2.2; 3.4.21.-
A0A0A1E7P5,7.5,2.1.1.274
Q078S6,8.5,1.3.1.3
A0SWS4,6.65,3.2.1.23
O54804,7,2.7.1.32
Q8LLW7,6.417,1.11.1.18
F8GNE5,9.5,1.1.1.244
G3JWZ2,8,3.1.1.1
D0VWQ0,8.5,1.1.1.30
O65351,5,3.4.21.-
H9D3U7,7.5,3.2.2.3
P60174,8,5.3.1.1
P0CJ63,6.95,3.1.1.81
A0A171,7.5,1.4.1.13
Q0IJR6,7.6,3.2.1.78
C0IRH6,6,2.4.1.207
P53095,8,4.3.1.18
Q5VZY2,6.5,3.6.1.75 ; 3.1.3.4
Q3M6C3,7.4,4.2.3.154
Q42691,6.9,3.2.1.26
P95748,8,2.1.1.235
P23953,7.4,3.1.1.1
Q81AF4,8,3.5.1.104
D0U690,6.5,2.7.8.32
A0A482EWM9,8,3.2.1.1
Q9Y223,7.8,2.7.1.60 ; 3.2.1.183
F4ZCI3,7.2,3.5.99.9
O35913,6.5,
Q9SRT9,6.8,5.4.99.30
O25949,6.4,3.5.3.1
P87219,6.2,1.1.1.289
O89049,7.5,1.11.1.2; 1.8.1.9
R9XVW6,6,4.2.2.10
A0A2I7M6F6,9.5,3.4.11.1
A0A0K2SQX3,5.5,3.2.1.55 ; 3.2.1.146
P82808,7.5,2.6.1.16
O00107,5,3.1.3.8
Q8KWI9,7.5,3.1.1.1
Q1JU72,9,3.8.1.3
V2XS39,3,1.11.1.13
Q8LB01,8,1.17.1.8
A9KIW5,6.5,2.4.1.211
O50083,6,5.3.1.6
P29022,5,3.2.1.14
B9H4E1,6.5,2.1.1.141
B9WNA0,7.5,2.7.7.14
Q5DKU6,7.2,2.7.1.20
P73906,8.55,1.3.1.78
G5DGA8,7.65,1.1.1.386
B3EYM8,7,3.2.1.99
Q8IXJ6,7.5,2.3.1.286
B8JMZ1,7.5,2.7.7.9
Q5JIY7,8,2.7.1.24 ; 2.7.1.237
D1MX66,7.4,4.2.2.11
Q1L874,9.5,2.8.2.32
P9WI59,7.5,2.3.1.15
Q564C7,6,3.2.1.26
A0A0C5CJR8,8,3.4.24.-
Q96VK8,5.5,3.1.3.26
Q9SLN8,5.4,1.3.1.102
Q8W012,4.7,3.2.1.55
Q6XMI1,7.5,2.1.1.273 ; 2.1.1.274
C4QZH8,8,1.13.99.1
Q44493,6.825,5.1.3.37
Q47SE9,6,3.2.1.14
P00926,7.8,4.3.1.18
P9WNP5,7.4,4.1.3.36
O88844,8.5,1.1.1.42
Q8ZQM4,8,7.4.2.10
P39652,7,3.2.1.11
Q8NKN9,8,5.3.1.1
Q9NG18,7.4,5.4.2.12
Q8L743,8.25,1.1.1.49
P95479,8.8,5.6.2.2
P13559,7.5,3.2.1.17
Q8ZWV0,7.4,5.3.1.8; 5.3.1.9
Q9KX40,7,3.1.1.-
A0R4I6,8,4.3.2.2
Q6P179,7.5,3.4.11.1
Q59280,7.5,2.3.1.35
Q5R082,7,2.5.1.56
Q8L7S6,5,3.2.1.52
I1RIL9,8,1.14.13.1
A0A2R2JFW7,9,3.5.3.1
P82594,7,3.2.1.55
P0A7E9,7.4,2.7.4.22
C9WIW7,7,3.2.1.81
Q0JL46,5.85,3.5.1.23
B5LXD7,11.5,3.2.1.78
P0DO77,8,2.3.3.17
D3VYD8,6,3.2.1.37 ; 3.2.1.21
O28579,7,6.1.1.2
F0ZJZ1,5,3.2.1.176
Q3C1A6,8.4,1.2.1.9
O87402,8.6,3.5.1.5
A0A0C6F7V8,7,1.1.2.10
T1SP91,7,1.11.1.19
Q9PT41,8.7,3.4.21.95
Q9WZC2,7.5,2.5.1.16
P30147,7,5.3.1.22
P9WJJ7,9.2,2.4.2.19
B5UAE1,8,1.14.15.7
B2YGX9,7.8,2.4.1.210
P48452,7,3.1.3.16
Q9L1E4,6.5,2.4.2.-
B9VTP0,8,4.4.1.23
P14299,7,2.4.2.37
P60664,8.5,4.3.2.10
O83774,7.5,2.7.1.180 ; 3.6.1.18
Q96286,7,4.1.1.50
B0FWI3,6.5,3.2.1.74
Q8TFE5,5.6,3.2.1.3
Q5J7B5,7.5,3.1.2.6
O00462,4.75,3.2.1.25
B2DD57,7.5,3.2.1.26
B5MF68,7.2,3.5.2.12
Q9XUS5,7.5,2.7.7.9
A0A0A0R2Z1,6,3.2.1.37 ; 3.2.1.55 ; 3.2.1.8
Q60099,9.5,3.8.1.2
B8R7Q2,7,2.4.1.347
Q8GWB7,7,2.4.1.17
Q16851,7.5,2.7.7.9
P0DO38,6.6,1.14.14.-; 1.14.14.51; 1.14.14.53
F1DTB9,7.2,1.1.1.34
Q9WUZ9,7,3.6.1.6
P40817,7.633,4.3.1.15
P0AGG0,8,2.7.4.16
Q9FZN8,7.5,2.1.1.160 ; 2.1.1.159
G2RGW4,6.5,3.2.1.22
Q13087,8,5.3.4.1
Q90W54,7.4,1.4.3.2
P41748,5,3.4.23.18
A0A1S5VH75,8.5,3.2.1.158
Q5DKV0,7.2,2.7.1.20
I3W8N1,6.5,3.2.1.73
P0A8Z0,7.5,3.1.2.20
P34220,5,3.1.21.-
Q64285,7,3.1.1.13
Q1JUL0,7,3.2.1.14
Q9UR30,7.4,3.3.2.10
Q9UUY8,8,2.7.4.6
Q5XPL5,7.5,4.2.1.84
Q9STR4,8,4.4.1.14
P0A6F3,9.8,2.7.1.30
B8YIE0,7,3.1.1.72
C7EX18,7.35,3.4.24.36
Q9TZN8,6.75,3.1.4.11
Q09814,8,2.1.1.-
P06106,8.1,2.5.1.47; 2.5.1.49
Q00012,3,3.2.1.78
P17109,7,2.2.1.9
O60779,8.25,
A0A0P0UPC6,4.2,3.2.1.6 ; 3.2.1.39
F4GZY2,6,3.2.1.4
Q0PC50,8,4.3.1.1
Q9ZVJ5,7,3.1.3.23
A0A0A0LQ48,7.8,1.1.1.25
J7I0S9,7.2,3.5.2.6
O28344,7.6,3.5.4.27
A8IKQ0,8.2,3.1.3.11
P43886,7.3,2.3.1.30
A0A2Z5U421,6,1.1.5.8
Q9UXR8,8.1,1.2.1.70
D9MWM7,7.25,1.2.1.50
A8CEI3,8.25,3.5.1.61
Q0GE18,4,4.1.1.15
Q95R35,7.4,3.4.11.1
B1B6T0,7,3.2.1.14
O07564,9.5,1.1.1.361
P21695,7.5,1.1.1.8
Q9ZU38,7.4,5.3.1.6
Q1G9Z4,5.25,3.2.1.23
F4JZC2,6.5,3.2.1.96
P52073,8.4,1.1.99.14
O87833,7.7,2.1.1.239
O60259,8.5,3.4.21.118
Q93LD7,9.1,3.1.8.1
P0A9J8,7.3,4.2.1.51; 5.4.99.5
O33391,7.5,2.3.1.136
A9BHJ0,9,2.4.1.270
Q97YI7,8,2.3.3.9
P9WNS1,7.65,1.1.1.267
P76445,7,2.7.4.29
Q96G61,8.75,3.6.1.60
Q7XJM2,7.8,1.13.11.68
Q9X0D0,8,2.6.1.9
A0A075TJ05,6,3.4.17.-
A0A0M3PZA4,7,2.4.1.120
Q84YI1,5.5,1.14.18.1
K7NB71,10,3.5.1.2
A0A1W6ALG8,6,3.2.1.55
P60588,7.2,3.1.3.-; 3.1.3.106; 3.1.3.4; 3.6.1.75
D1CE96,7.75,5.4.99.16
D6R8X8,6.6,
E1V4Y1,7.9,1.1.1.380
A0A059TC02,6,1.2.1.44
Q7LGC8,6.8,2.8.2.17
A0A3M7JTD4,6.5,3.5.1.41
Q27607,9,2.7.7.7; 3.1.11.-
Q8GI14,8,1.14.12.22
Q72GM3,7.5,6.1.1.4
P77978,9,2.7.7.72
D2KKQ2,5,3.2.1.67
G9FKH7,8,3.5.1.4
Q9LIK0,8,2.7.1.40
Q46806,8.25,3.5.2.-
A7BFV6,7.7,2.3.1.50
Q988C8,8,1.2.1.100 ; 1.1.99.42
Q9NFN6,8,6.3.2.2
Q03674,4,3.1.1.5
A0A075XAG5,8,1.14.13.163
Q58085,8.2,1.1.1.302
P06525,7.5,1.1.1.1
C4R4L0,5.5,1.1.1.219
O58323,7,3.4.19.1
C1KGU6,7.5,2.3.1.35
Q9XF81,6.2,1.1.1.21
A0A0H4ILM3,7.8,1.14.19.54
